GO.ID,Term,Annotated,Significant,Expected,Rank in elim_fisher,weight_fisher,elim_fisher,weight01_fisher,genes
GO:0016787,hydrolase activity,4731,18,12.72,15,0.552,0.362,1.000,Misin01G020200.v7.1|Misin02G413800.v7.1|Misin03G141800.v7.1|Misin04G162500.v7.1|Misin04G395100.v7.1|Misin05G014900.v7.1|Misin06G004500.v7.1|Misin07G319900.v7.1|Misin07G418600.v7.1|Misin10G068400.v7.1|Misin12G016000.v7.1|Misin12G163900.v7.1|Misin14G045600.v7.1|Misin17G013100.v7.1|Misin17G015000.v7.1|Misin17G216700.v7.1|Misin18G206400.v7.1|MisinT413500.v7.1
GO:0008135,"translation factor activity, RNA binding",318,1,0.86,24,0.577,0.577,0.577,Misin08G325000.v7.1
GO:0005488,binding,17656,49,47.47,17,0.622,0.415,1.000,Misin01G432100.v7.1|Misin01G477500.v7.1|Misin01G487900.v7.1|Misin02G413800.v7.1|Misin03G014300.v7.1|Misin03G141800.v7.1|Misin04G027900.v7.1|Misin04G162500.v7.1|Misin04G201600.v7.1|Misin04G284600.v7.1|Misin05G014900.v7.1|Misin05G341100.v7.1|Misin05G397300.v7.1|Misin06G004500.v7.1|Misin06G130100.v7.1|Misin06G149100.v7.1|Misin06G234900.v7.1|Misin06G317700.v7.1|Misin07G066600.v7.1|Misin07G066700.v7.1|Misin07G319900.v7.1|Misin07G405500.v7.1|Misin07G414500.v7.1|Misin07G506800.v7.1|Misin08G104200.v7.1|Misin08G197500.v7.1|Misin08G295000.v7.1|Misin08G325000.v7.1|Misin11G208300.v7.1|Misin11G262800.v7.1|Misin11G270000.v7.1|Misin12G035300.v7.1|Misin14G045600.v7.1|Misin14G145300.v7.1|Misin15G108300.v7.1|Misin15G158500.v7.1|Misin16G041700.v7.1|Misin16G079400.v7.1|Misin16G239400.v7.1|Misin17G127100.v7.1|Misin17G216700.v7.1|Misin17G249200.v7.1|Misin18G206400.v7.1|Misin19G027600.v7.1|MisinT322000.v7.1|MisinT413500.v7.1|MisinT494700.v7.1|MisinT504500.v7.1|MisinT567400.v7.1
GO:0022857,transmembrane transporter activity,2131,5,5.73,27,0.686,0.686,0.686,Misin01G477500.v7.1|Misin02G136500.v7.1|Misin05G180600.v7.1|Misin15G056000.v7.1|MisinT147900.v7.1
GO:0008233,peptidase activity,1585,4,4.26,25,0.708,0.622,0.622,Misin12G163900.v7.1|Misin17G013100.v7.1|Misin17G015000.v7.1|MisinT413500.v7.1
GO:0003735,structural constituent of ribosome,949,2,2.55,30,0.728,0.728,0.728,Misin02G377400.v7.1|Misin04G284600.v7.1
GO:0140096,"catalytic activity, acting on a protein",1585,4,4.26,26,0.767,0.622,1.000,Misin12G163900.v7.1|Misin17G013100.v7.1|Misin17G015000.v7.1|MisinT413500.v7.1
GO:0017111,nucleoside-triphosphatase activity,1109,3,2.98,20,0.845,0.577,1.000,Misin05G014900.v7.1|Misin06G004500.v7.1|Misin07G319900.v7.1
GO:0016772,"transferase activity, transferring phosp...",4591,11,12.34,29,0.873,0.705,1.000,Misin04G201600.v7.1|Misin05G338300.v7.1|Misin07G195500.v7.1|Misin08G104200.v7.1|Misin11G262800.v7.1|Misin14G145300.v7.1|Misin14G156100.v7.1|Misin15G158500.v7.1|Misin16G231000.v7.1|Misin19G027600.v7.1|MisinT494700.v7.1
GO:0005215,transporter activity,2131,5,5.73,28,0.877,0.686,1.000,Misin01G477500.v7.1|Misin02G136500.v7.1|Misin05G180600.v7.1|Misin15G056000.v7.1|MisinT147900.v7.1
GO:0003824,catalytic activity,17639,54,47.43,9,0.889,0.193,1.000,Misin01G020200.v7.1|Misin01G285400.v7.1|Misin01G358800.v7.1|Misin01G383300.v7.1|Misin01G487900.v7.1|Misin01G506200.v7.1|Misin02G413800.v7.1|Misin03G114600.v7.1|Misin03G131100.v7.1|Misin03G141800.v7.1|Misin04G123200.v7.1|Misin04G162500.v7.1|Misin04G175900.v7.1|Misin04G201600.v7.1|Misin04G395100.v7.1|Misin05G014900.v7.1|Misin05G300400.v7.1|Misin05G338300.v7.1|Misin05G397300.v7.1|Misin06G004500.v7.1|Misin06G130100.v7.1|Misin06G149100.v7.1|Misin06G234900.v7.1|Misin06G289700.v7.1|Misin07G066600.v7.1|Misin07G066700.v7.1|Misin07G195500.v7.1|Misin07G319900.v7.1|Misin07G418600.v7.1|Misin08G004700.v7.1|Misin08G104200.v7.1|Misin08G239900.v7.1|Misin08G295000.v7.1|Misin10G068400.v7.1|Misin11G262800.v7.1|Misin11G270000.v7.1|Misin12G016000.v7.1|Misin12G163900.v7.1|Misin14G007100.v7.1|Misin14G045600.v7.1|Misin14G145300.v7.1|Misin14G156100.v7.1|Misin15G158500.v7.1|Misin16G041700.v7.1|Misin16G231000.v7.1|Misin17G013100.v7.1|Misin17G015000.v7.1|Misin17G216700.v7.1|Misin17G249200.v7.1|Misin18G206400.v7.1|Misin19G027600.v7.1|MisinT322000.v7.1|MisinT413500.v7.1|MisinT494700.v7.1
GO:0005198,structural molecule activity,1139,2,3.06,32,0.904,0.815,1.000,Misin02G377400.v7.1|Misin04G284600.v7.1
GO:0016746,"transferase activity, transferring acyl ...",864,1,2.32,36,0.905,0.905,0.905,Misin06G130100.v7.1
GO:0016301,kinase activity,4164,8,11.2,35,0.933,0.886,0.886,Misin04G201600.v7.1|Misin05G338300.v7.1|Misin07G195500.v7.1|Misin08G104200.v7.1|Misin14G145300.v7.1|Misin14G156100.v7.1|Misin19G027600.v7.1|MisinT494700.v7.1
GO:0003723,RNA binding,1894,4,5.09,31,0.938,0.756,0.908,Misin04G284600.v7.1|Misin08G325000.v7.1|Misin15G158500.v7.1|MisinT567400.v7.1
GO:0016740,transferase activity,7984,18,21.47,33,0.960,0.837,1.000,Misin01G285400.v7.1|Misin01G358800.v7.1|Misin01G506200.v7.1|Misin03G114600.v7.1|Misin04G123200.v7.1|Misin04G201600.v7.1|Misin05G338300.v7.1|Misin06G130100.v7.1|Misin07G195500.v7.1|Misin08G004700.v7.1|Misin08G104200.v7.1|Misin11G262800.v7.1|Misin14G145300.v7.1|Misin14G156100.v7.1|Misin15G158500.v7.1|Misin16G231000.v7.1|Misin19G027600.v7.1|MisinT494700.v7.1
GO:0003677,DNA binding,3534,5,9.5,40,0.967,0.967,0.967,Misin05G341100.v7.1|Misin07G414500.v7.1|Misin11G208300.v7.1|Misin15G108300.v7.1|MisinT504500.v7.1
GO:0097159,organic cyclic compound binding,5315,9,14.29,37,0.968,0.960,1.000,Misin04G284600.v7.1|Misin05G341100.v7.1|Misin07G414500.v7.1|Misin08G325000.v7.1|Misin11G208300.v7.1|Misin15G108300.v7.1|Misin15G158500.v7.1|MisinT504500.v7.1|MisinT567400.v7.1
GO:1901363,heterocyclic compound binding,5315,9,14.29,38,0.968,0.960,1.000,Misin04G284600.v7.1|Misin05G341100.v7.1|Misin07G414500.v7.1|Misin08G325000.v7.1|Misin11G208300.v7.1|Misin15G108300.v7.1|Misin15G158500.v7.1|MisinT504500.v7.1|MisinT567400.v7.1
GO:0003676,nucleic acid binding,5315,9,14.29,39,0.979,0.960,1.000,Misin04G284600.v7.1|Misin05G341100.v7.1|Misin07G414500.v7.1|Misin08G325000.v7.1|Misin11G208300.v7.1|Misin15G108300.v7.1|Misin15G158500.v7.1|MisinT504500.v7.1|MisinT567400.v7.1
GO:0016462,pyrophosphatase activity,1109,3,2.98,21,1.000,0.577,1.000,Misin05G014900.v7.1|Misin06G004500.v7.1|Misin07G319900.v7.1
GO:0042578,phosphoric ester hydrolase activity,608,6,1.63,41,1.000,1.000,1.000,Misin02G413800.v7.1|Misin03G141800.v7.1|Misin04G162500.v7.1|Misin14G045600.v7.1|Misin17G216700.v7.1|Misin18G206400.v7.1
GO:0016788,"hydrolase activity, acting on ester bond...",1059,6,2.85,42,1.000,1.000,1.000,Misin02G413800.v7.1|Misin03G141800.v7.1|Misin04G162500.v7.1|Misin14G045600.v7.1|Misin17G216700.v7.1|Misin18G206400.v7.1
GO:0098772,molecular function regulator,665,4,1.79,5,1.000,0.105,1.000,Misin07G405500.v7.1|Misin08G197500.v7.1|Misin17G013100.v7.1|Misin17G015000.v7.1
GO:0003674,molecular_function,33473,90,90,43,1.000,1.000,1.000,Misin01G020200.v7.1|Misin01G126400.v7.1|Misin01G285400.v7.1|Misin01G358800.v7.1|Misin01G383300.v7.1|Misin01G432100.v7.1|Misin01G477500.v7.1|Misin01G487900.v7.1|Misin01G506200.v7.1|Misin02G136500.v7.1|Misin02G377400.v7.1|Misin02G413800.v7.1|Misin02G497900.v7.1|Misin03G014300.v7.1|Misin03G114600.v7.1|Misin03G131100.v7.1|Misin03G141800.v7.1|Misin03G211800.v7.1|Misin04G027900.v7.1|Misin04G057000.v7.1|Misin04G123200.v7.1|Misin04G162500.v7.1|Misin04G175900.v7.1|Misin04G201600.v7.1|Misin04G284600.v7.1|Misin04G395100.v7.1|Misin05G014900.v7.1|Misin05G180600.v7.1|Misin05G300400.v7.1|Misin05G338300.v7.1|Misin05G341100.v7.1|Misin05G397300.v7.1|Misin06G004500.v7.1|Misin06G130100.v7.1|Misin06G149100.v7.1|Misin06G206200.v7.1|Misin06G234900.v7.1|Misin06G289700.v7.1|Misin06G317700.v7.1|Misin07G066600.v7.1|Misin07G066700.v7.1|Misin07G112400.v7.1|Misin07G195500.v7.1|Misin07G319900.v7.1|Misin07G405500.v7.1|Misin07G414500.v7.1|Misin07G418600.v7.1|Misin07G506800.v7.1|Misin08G004700.v7.1|Misin08G104200.v7.1|Misin08G197500.v7.1|Misin08G198300.v7.1|Misin08G217900.v7.1|Misin08G239900.v7.1|Misin08G295000.v7.1|Misin08G325000.v7.1|Misin10G068400.v7.1|Misin10G088200.v7.1|Misin11G031500.v7.1|Misin11G208300.v7.1|Misin11G262800.v7.1|Misin11G270000.v7.1|Misin12G016000.v7.1|Misin12G035300.v7.1|Misin12G163900.v7.1|Misin14G007100.v7.1|Misin14G045600.v7.1|Misin14G145300.v7.1|Misin14G156100.v7.1|Misin15G056000.v7.1|Misin15G108300.v7.1|Misin15G158500.v7.1|Misin16G041700.v7.1|Misin16G079400.v7.1|Misin16G231000.v7.1|Misin16G239400.v7.1|Misin17G013100.v7.1|Misin17G015000.v7.1|Misin17G127100.v7.1|Misin17G216700.v7.1|Misin17G249200.v7.1|Misin18G144500.v7.1|Misin18G206400.v7.1|Misin19G027600.v7.1|MisinT147900.v7.1|MisinT322000.v7.1|MisinT413500.v7.1|MisinT494700.v7.1|MisinT504500.v7.1|MisinT567400.v7.1
GO:0005515,protein binding,1346,2,3.62,34,1.000,0.882,1.000,Misin01G432100.v7.1|MisinT413500.v7.1
GO:0016817,"hydrolase activity, acting on acid anhyd...",1109,3,2.98,22,1.000,0.577,1.000,Misin05G014900.v7.1|Misin06G004500.v7.1|Misin07G319900.v7.1
GO:0016818,"hydrolase activity, acting on acid anhyd...",1109,3,2.98,23,1.000,0.577,1.000,Misin05G014900.v7.1|Misin06G004500.v7.1|Misin07G319900.v7.1
GO:0003700,DNA-binding transcription factor activit...,1091,0,2.93,44,1.000,1.000,1.000,
GO:0004386,helicase activity,412,0,1.11,45,1.000,1.000,1.000,
GO:0004518,nuclease activity,451,0,1.21,46,1.000,1.000,1.000,
GO:0008134,transcription factor binding,87,0,0.23,47,1.000,1.000,1.000,
GO:0008168,methyltransferase activity,787,0,2.12,48,1.000,1.000,1.000,
GO:0008289,lipid binding,432,0,1.16,49,1.000,1.000,1.000,
GO:0016741,"transferase activity, transferring one-c...",787,0,2.12,50,1.000,1.000,1.000,
